SlaT-3120-n8	novo	v#v-w1327_MPf1_MP	nouo-06	v#00126264			
SlaT-3120-n12	certamen	v#v-w1108_MPf6_MP					
SlaT-3121-n2	opprimo	v#v-w703_MPf4_MP	opprimo-09	v#01447257			
SlaT-3121-n3	discedo	v#v-w641_MPf11_MP	discedo-11	v#02680814			
SlaT-3121-n24	utor	v#v-w28_MPf5_MP	utor-06	v#02110793		PAT in ablative	
SlaT-3121-n21	adipiscor	v#v-w913_MPf7_MP	adipiscor-06	v#02288295			
SlaT-3121-n27	extorqueo	v#v-w1329_MPf2_MP	extorqueo-11	v#02241107			
SlaT-3121-n29	defetiscor	v#v-w1330_MPf1_MP	defetiscor-01	v#00075021			
SlaT-3121-n31	possum	v#v-w197_MPf4_MP					does not match with same frame elsewhere
SlaT-3122-n1	sum	v#v-w2_MPf113_MP	exist-91				
SlaT-3122-n4	conjuratio	v#v-w1094_MPf4_MP	coniuratio-05	n#05908882			
SlaT-3122-n5	proficiscor	v#v-w645_MPf14_MP	proficiscor-04	v#01848718			
SlaT-3123-n1	sum	v#v-w2_MPf115_MP	abstract				something like be-member-91, which however does not exist. not location, not straightforward annotation.
SlaT-3123-n7	iubeo	v#v-w563_MPf2_MP	iubeo-01	v#00715868			
SlaT-3123-n9	retraho	v#v-w1331_MPf1_MP	retraho-NEW-09	v#00791506	summon to return		
SlaT-3123-n12	neco	v#v-w1208_MPf3_MP	neco-03	 v#01323958			
SlaT-3124-n6	sollicito	v#v-w1031_MPf2_MP	sollicito-05	v#00851239			different frame from other sollicito-05
SlaT-3124-n7	praecipio	v#v-w171_MPf3_MP	praecipio-03	v#00747135			
SlaT-3124-n9	credo	v#v-w146_MPf29_MP	credo-01	v#00631737			
SlaT-3124-n11	idoneus	v#v-w273_MPf3_MP					
3124a5	sollicito	v#v-w1031_MPf5_MP	sollicito-05	v#00851239			different frame from other sollicito-05
SlaT-3124-n29	sum	v#v-w2_MPf113_MP	doppio dativo?				
SlaT-3124-n32	usus	v#v-w62_MPf5_MP					
SlaT-3125-n1	do	v#v-w72_MPf24_MP	do-39	v#02475922			
SlaT-3125-n9	requiro	v#v-w377_MPf4_MP	requiro-07	v#02240481			
SlaT-3125-n12	impello	v#v-w671_MPf8_MP	impello-08/impello-11	v#01650425/v#02506546			
SlaT-3125-n14	possum	v#v-w197_MPf4_MP					
SlaT-3125-n17	existimo	v#v-w591_MPf3_MP	existimo-01	v#00631737			
SlaT-3125-n18	adduco	v#v-w679_MPf5_MP	adduco-06	v#00767334			
SlaT-3125-n19	opprimo	v#v-w703_MPf5_MP	opprimo-09	v#01447257			
SlaT-3125-n24	alienus	v#v-w1336_MPf3_MP					
SlaT-3125-n25	sum	v#v-w2_MPf104_MP	have-mod-91				
SlaT-3125-n33	consilium	v#v-w316_MPf1_MP					
SlaT-3126-n3	negotior	v#v-w1332_MPf2_MP	negotior-02	v#02244956			
SlaT-3126-n6	nosco	v#v-w87_MPf22_MP	nosco-02	v#00594337			
SlaT-3126-n11	nosco	v#v-w87_MPf13_MP	nosco-02	v#00594337			different frame than other nosco-02
SlaT-3127-n1	coepio	v#v-w575_MPf4_MP	coepio-01	v#00345761			
SlaT-3127-n4	conspicio	v#v-w365_MPf4_MP	conspicio-14	v#02129289			
SlaT-3127-n9	percontor	v#v-w1333_MPf1_MP	percontor-03	v#00788184			
SlaT-3127-n13	doleo	v#v-w727_MPf4_MP	doleo-03	v#01794668			
SlaT-3127-n17	requiro	v#v-w377_MPf5_MP	requiro-04	v#00785008			
SlaT-3127-n18	spero	v#v-w222_MPf7_MP	spero-08	v#01826723			different frame than other spero-08
SlaT-3127-n19	exitus	v#v-w1334_MPf2_MP					
SlaT-3128-n1	inquio	v#v-w194_MPf3_MP	inquam-02	v#01009240			
SlaT-3128-n2	video	v#v-w16_MPf20_MP	uideo-09	v#02129289			
SlaT-3128-n5	queror	v#v-w616_MPf3_MP	queror-02	v#00907147			
SlaT-3128-n8	accuso	v#v-w901_MPf3_MP	accuso-07	v#00843468			
SlaT-3128-n10	sum	v#v-w2_MPf128_MP	doppio dativo				
SlaT-3128-n13	auxilium	v#v-w1110_MPf6_MP	auxilior-03	v#02547586			
SlaT-3128-n14	expecto	v#v-w584_MPf4_MP	exspecto-04	v#02637938			
SlaT-3128-n21	ostendo	v#v-w30_MPf33_MP	ostendo-17	v#02140033			
SlaT-3128-n26	sum	v#v-w2_MPf100_MP	identity-91				
SlaT-3128-n30	effugio	v#v-w721_MPf2_MP	effugio-04/effugio-05	v#00811375/v#00812149			
SlaT-3129-n1	oro	v#v-w677_MPf2_MP	oro-02	v#00759657			
SlaT-3129-n2	dico	v#v-w9_MPf38_MP	dico2-18	v#01009240			
SlaT-3129-n5	adduco	v#v-w679_MPf6_MP	adduco-10	v#01438902			
SlaT-3129-n9	misereor	v#v-w1299_MPf2_MP	misereo-01	v#01821996			lemma with passive voice mapped to lemma with active voice
3130a1	oro	v#v-w677_MPf3_MP	oro-02	v#00759657			
SlaT-3130-n1	sum	v#v-w2_MPf99_MP	have-mod-91				
SlaT-3130-n9	facio	v#v-w76_MPf13_MP	facio-23	v#01712704			
SlaT-3130-n12	libero	v#v-w190_MPf3_MP	libero-12	v#02497062			
SlaT-3130-n17	alienus	v#v-w1336_MPf3_MP					
SlaT-3131-n1	perduco	v#v-w182_MPf12_MP	perduco-08	v#01999798			
SlaT-3131-n8	sum	v#v-w2_MPf99_MP	have-mod-91				
SlaT-3131-n10	propinquus	v#v-w1335_MPf1_MP					
SlaT-3131-n12	alienus	v#v-w1336_MPf1_MP					
SlaT-3131-n14	consilium	v#v-w316_MPf1_MP					
SlaT-3132-n1	absum	v#v-w994_MPf1_MP	absum-04	v#02632838			
SlaT-3133-n1	arcesso	v#v-w884_MPf2_MP	arcesso-05	v#01041762 			
SlaT-3133-n4	insum	v#v-w150_MPf3_MP	have-place-91	v#02705535			Vallex frame: insum-04. But an abstract predicate seems more in line with UMR policies. Which one, though? Debatable. Have-place is quite literal.
SlaT-3134-n4	aperio	v#v-w699_MPf4_MP	aperio-03	v#00933821			
SlaT-3134-n5	conjuratio	v#v-w1094_MPf4_MP	coniuratio-05	n#05908882			
SlaT-3134-n6	nomino	v#v-w22_MPf15_MP	nomino-12	v#01024190			
3134a3	nomino	v#v-w22_MPf15_MP	nomino-12	v#01024190			
SlaT-3134-n14	sum	v#v-w2_MPf104_MP	belong-91				
SlaT-3135-n1	dimitto	v#v-w649_MPf17_MP	dimitto-08	v#02030967			different frame then other dimitto-08
SlaT-3135-n4	polliceor	v#v-w822_MPf4_MP	polliceor-01/polliceor-02	v#00884317/v#00889555			
